gene,name_disease,category_cleaned,scr_sum,rusp,scr_babydetectv2,scr_babyscreen,scr_babyseq2,scr_beginngs,scr_chenetal,scr_earlycheck,scr_firststeps,scr_generation,scr_gnstar,scr_guardian,scr_jianetal,scr_leeetal,scr_luoetal,scr_neoexome,scr_neoseq,scr_nests,scr_newbornsinsa,scr_puglia,scr_wangetal,scr_foresite,scr_fulgent,scr_igenomix,scr_mendelics,scr_nurture,scr_perkinelmer,scr_sema,inheritance_babyseq2,penetrance_babyseq2,age_onset_asqm_standard,severity_asqm,likelihood_asqm,efficacy_asqm,acceptability_asqm,knowledge_asqm,yespct_goldetal,prevalence_100k_goldetaldet,orthogonal_test_goldetaldet
CD79B,Agammaglobulinemia 6,Immunology,8,,,1,,1,,,1,1,,,1,,,,,,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,.75,Y
CD79A,Agammaglobulinemia 3,Immunology,8,,,1,,1,,,1,1,,,1,,,,,,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,.75,Y
LMNA,Hutchinson-Gilford progeria syndrome,Cardiovascular,8,,,,1,,,,,,,,,1,1,1,,1,,,,1,,,,1,1,,AR,HIGH (A),Variable,2,3,2,3,3,1,.015,N
ABCC6,Generalized arterial calcification of infancy 2,Cardiovascular,8,,,1,1,1,,,1,1,,,,,,,,,1,1,,,,,,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,,Y
PAX3,"Waardenburg syndrome, type 1, OMIM 193500",Medical Genetics,8,,,1,1,,,1,,,,,,,,,,1,1,,,1,1,,,,1,,AD,HIGH (A),Birth,1,3,3,3,3,,,missing
COQ2,Primary coenzyme Q10 deficiency 1,Metabolism,8,,,1,,1,,,1,1,,,,,,,,1,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,<1,Y
NF1,Neurofibromatosis  type  1,Neurology,8,,,,1,,,,,,,,,1,1,1,,1,,,,1,1,,,,1,,AD,HIGH (A),Infant,1,2,2,2,3,0,,N
FGB,FGB associate afibrinogenemia,Hematology,8,,,1,1,,,,1,1,,,,,1,1,,,1,,,,,,,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,.1,Y
CFP,X-linked properdin deficiency,Immunology,8,,,1,1,1,,,1,1,,,,,,,,1,1,1,,,,,,,,,XLR,HIGH (A),missing,0,0,0,0,0,0,.5,Y
TGFBR1,"Loeys-Dietz syndrome 1, MIM# 609192",Cardiovascular,8,,,1,1,,,,,,,,1,,,,,,1,,,1,1,,,1,1,,AD,HIGH (A),Variable,2,3,1,2,3,,,missing
HPS1,Hermansky-Pudlak syndrome 1,Pulmonology,7,,,,1,,,1,,,,,,,1,,,1,,,,1,1,,,,1,,AR,HIGH (A),Childhood,1,3,3,3,3,,,missing
CA5A,Carbonic anhydrase VA deficiency,Metabolism,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,unk,Y
GH1,"Isolated growth hormone deficiency type 1A, type 1B, type 2",Endocrinology,7,,,1,,,,,,1,1,,,,,,1,,1,1,,,,,,1,,,,,Infant,1,3,2,3,3,1,,Y
SLC6A8,Creatine transporter deficiency,Metabolism,7,,1,,1,,,,1,,,,,,,1,,,,1,,,,1,,1,,,XLR,HIGH (A),Infant,1,3,0,0,2,1,unk,Y
GHRHR,Isolated growth hormone deficiency type 4,Endocrinology,7,,,1,,,,,,1,1,,,,,,1,,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,,Y
SMAD4,Myhre syndrome,Cardiovascular,7,,,,1,,,,,,,,,1,1,,,1,,,,1,1,,,,1,,AD,HIGH (A),Infant,2,3,2,2,3,0,3.625,N
SLX4,"Fanconi anemia, complementation group P",Hematology,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,1,,,,,Childhood,2,3,2,2,0,1,.76,Y
GOT2,Glutamic- oxaloacetic transaminase 2 deficiency,Metabolism,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,,missing,0,0,0,0,0,0,unk,Y
CXCR4,WHIM syndrome,Immunology,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,,,,,missing,0,0,0,0,0,1,.023,Y
UROS,"Porphyria, congenital erythropoietic MIM#263700",Hematology,7,,,1,1,,,,,1,,,,,1,,,1,1,,,,,,1,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
CFI,Complement factor I deficiency,Immunology,7,,,1,,1,,,1,1,,,,,,1,,1,1,,,,,,,,,,,,missing,0,0,0,0,0,0,.2,N
SOX10,Shah-Waardenburg syndrome,Medical Genetics,7,,,,1,,,1,,,,,,,,1,,1,,,,1,1,,,,1,,AD,HIGH (A),Birth,1,3,3,3,3,,,missing
PTCH1,Nevoid Basal Cell Carcinoma Syndrome,Oncology,7,,,1,1,,,,,,,,,,,,,,1,,,1,1,,,1,1,,AD,HIGH (A),Infant,2,1,1,3,1,1,3.2,N
SLC5A7,Congenital  myasthenic  syndrome  20,Neurology,7,,1,1,,1,,,1,1,,,,,,1,,,1,,,,,,,,,,,,missing,0,0,0,0,0,1,.92,Y
PRDX1,"Methylmalonic aciduria and homocystinuria, cblC type, digenic MIM#277400",Metabolism,7,,,1,,1,,,,,,1,1,,,,,,1,,,,,1,,1,,,,,missing,0,0,0,0,0,,,missing
AP3B1,Hermansky-Pudlak  syndrome 2,Hematology,7,,,1,1,,,,,1,,,,,1,,,1,1,,,,,,,1,,,AR,HIGH (A),Infant,0,3,3,3,1,1,,Y
ALG14,Congenital  myasthenic  syndrome  15,Neurology,7,,1,,,1,,,1,1,,,,,,1,,,,1,,,,,,1,,,,,missing,0,0,0,0,0,1,.92,Y
TPK1,Thiamine metabolism dysfunction syndrome 5,Metabolism,7,,1,1,,,,,,1,,,,,,,,,1,1,,,,,1,1,,,,,missing,0,0,0,0,0,1,unk,Y
CDKN1C,IMAGE syndrome,Immunology,7,,,1,1,1,,,1,1,,,,,,,,,1,1,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,0,unk,Y
CHD7,CHARGE syndrome,Neurology,7,,,,1,,1,,,,,,1,1,,1,,1,,,1,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,0,1.72,Y
GATA1,GATA1 associated X-Linked Cytopenia,Hematology,7,,1,,1,1,,,1,,,,,,,1,,,,1,,,,,,1,,,XLR,HIGH (A),Infant,1,3,2,3,1,1,.75,Y
CFH,Complement factor H deficiency,Immunology,7,,,1,,1,,,1,1,,,,,,1,,1,1,,,,,,,,,,,,missing,0,0,0,0,0,0,.2,N
FGFR1,Kallmann syndrome,Endocrinology,7,,,,1,,1,,,,,,,1,1,1,,1,,,1,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
SPTB,Spherocytosis,Hematology,7,,,,1,,,,,,,,,,1,1,,1,,,,1,1,,,,1,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
NADK2,"2,4-dienoyl-CoA reductase deficiency",Metabolism,7,Secondary,1,,,,1,,,,,,1,,,1,,1,,1,1,,,,,,,,,,Neonatal,3,3,0,0,1,,,missing
CSF3R,Severe congenital neutropenia 7,Immunology,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,unk,Y
LHX4,Combined pituitary hormone deficiency 4,Endocrinology,7,,,1,,1,,,1,,,,,,,,,,1,1,,,,,1,1,,,,,missing,0,0,0,0,0,1,2.31,Y
CORO1A,Immunodeficiency 8,Immunology,7,,1,1,,,,,,1,,,1,,,,,,1,,,,,,1,1,,,,,Infant,2,3,3,2,1,1,1.72,Y
STAT3,Hyper-IgE recurrent infection syndrome,Immunology,7,,,1,1,,,,,,,,1,,1,1,,,1,1,,,,,,,,,AD,HIGH (A),Infant,2,3,2,2,3,1,2,N
XPA,"Xeroderma pigmentosum, group A MIM#278700",Oncology,7,,,1,1,,,,,1,,,,,,,,,1,,,1,1,,,,1,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
IGLL1,Agammaglobulinemia 2,Immunology,7,,,1,,1,,,1,1,,,1,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,1,.75,Y
PKD1,Polycystic kidney disease 1,Nephrology,7,,,,1,1,,,1,,,,,1,1,1,,,,,,,,,,1,,,AD,HIGH (A),missing,0,0,0,0,0,1,63.5,Y
HK1,HK1 associated hyperinsulinism,Endocrinology,7,,,1,,1,,,1,1,,,,,,1,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,1,"2.4 ( (per 100,000)
See GLUD1 per RXGenes",Y
VAMP1,Congenital myasthenic  syndrome 25,Ophthalmology,7,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,"Gene is misclassified
and should be in the neurology section",missing
COL2A1,"Stickler syndrome, type I, MIM# 108300",Medical Genetics,7,,,1,1,,,1,,,,,,1,1,,,1,1,,,,,,,,,,AD,HIGH (A),Neonatal,1,3,3,3,3,,,missing
VHL,von Hippel-Lindau syndrome MIM#193300,Oncology,7,,,1,1,,,,,,,,,1,,,,,1,,,1,1,,,,1,,AD,HIGH (A),Adolescent/Adult,2,3,1,3,3,,,missing
TTC7A,Gastrointestinal defects and immunodeficiency syndrome,Immunology,7,,,,1,1,,,1,1,,,1,,,,,,,1,,,,,,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,1.72,Y
LRP5,"Osteoporosis-pseudoglioma syndrome, MIM# 259770",Endocrinology,7,,1,1,1,,,,,1,,,,1,,1,,,1,,,,,,,,,,AD,HIGH (A),missing,0,0,0,0,0,,,missing
HPS4,Hermansky-Pudlak syndrome 4,Pulmonology,7,,,,1,,,1,,,,,,,1,,,1,,,,1,1,,,,1,,AR,HIGH (A),Childhood,1,3,3,3,3,,,missing
PRRT2,Episodic  kinesigenic  dyskinesia  1,Neurology,7,,,,,1,,,1,,,,,,,1,,,,,,1,1,,,,1,1,,,Childhood,1,3,2,3,2,0,.667,N
F2,Prothrombin deficiency,Hematology,7,,1,,1,1,,,1,1,,,,,1,,,,,1,,,,,,,,,AR,HIGH (A),Birth,2,2,3,3,2,,,missing
SMAD3,"Loeys-Dietz syndrome 3, MIM# 613795",Cardiovascular,7,,,1,1,,,,,,,,,,,,,,1,,,1,1,,,1,1,,AD,HIGH (A),Adolescent/Adult,2,3,2,3,2,,,missing
APOB,Hypobetalipoproteinemia/Familial   hypercholesterolemia   2,Cardiovascular,7,,,,1,,,,,1,,1,,,,1,,,1,1,,,,,,1,,,AR,HIGH (A),Variable,2,3,3,3,2,1,416.5,Y
WIPF1,Wiskott-Aldrich syndrome 2,Immunology,7,,1,1,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,,,missing,0,0,0,0,0,1,ultrarare,N
FERMT3,"Leukocyte adhesion deficiency, type III",Immunology,7,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,1,Y
CTPS1,Immunodeficiency 24,Immunology,7,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,ultrarare,Y
UBE2T,"Fanconi anemia, complementation group T",Hematology,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,1,,,,,Childhood,2,3,2,2,0,1,.76,Y
IL2RB,Immunodeficiency 63 with lymphoproliferation and autoimmunity,Immunology,7,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,1,unk,Y
NR5A1,NR5A1 associated adrenocortical insufficiency,Endocrinology,7,,,1,,1,,,1,,,,,,,1,,,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,,Y
XPC,"Xeroderma pigmentosum, group C MIM#278720",Oncology,7,,,1,1,,,,,1,,,,,,,,,1,,,1,1,,,,1,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
HSD17B10,17-beta-hydroxysteroid dehydrogenase X deficiency,Metabolism,7,Secondary,,,1,,,,,,,,1,1,1,1,,1,,,,,,1,,,,,XLD,HIGH (A),Neonatal,0,0,0,0,1,,,missing
GSS,Glutathione synthetase deficiency,Metabolism,7,,,,1,,,,,,,,,,,,,,,1,,1,1,1,,,1,1,AR,HIGH (A),Variable,2,2,2,3,1,,,missing
PNP,Purine nucleoside phosphorylase deficiency,Immunology,7,,,1,,,,,,1,,1,1,,,,,,1,,,,,,1,1,,,,,Childhood,3,3,1,2,2,1,1.72,Y
SLC39A8,"Congenital disorder of glycosylation, type IIn",Metabolism,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,<1,Y
DSP,"Epidermolysis bullosa, lethal acantholytic",Cardiovascular,7,,,,1,1,,,1,,,,,,,1,,,,1,,1,,,,,1,,AD,HIGH (A),Variable,2,2,2,3,3,,,missing
SCN4A,Congenital  myasthenic  syndrome  16,Neurology,7,,,,1,1,,,1,1,,,,1,,1,,,,1,,,,,,,,,AD,HIGH (A),Infant,1,3,3,3,2,1,.92,Y
IGHM,Agammaglobulinemia 1,Immunology,7,,,1,,1,,,1,1,,,1,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,1,.75,Y
BRIP1,"Fanconi anemia, complementation group J",Hematology,7,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,1,,,,,Childhood,2,3,2,2,1,1,.76,Y
PCDH15,"Usher syndrome, type 1F 602083, Deafness, autosomal recessive 23 609533",Neurology,7,,,1,1,,,1,,,,,,,1,,,1,1,,1,,,,,,,,AR,HIGH (A),Birth,2,3,2,3,3,,,missing
NR3C2,"NR3C2 associated pseudohypoaldosteronism, type I",Endocrinology,7,,1,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,,Y
SGPL1,"Nephrotic syndrome, type 14",Nephrology,6,,,1,,1,,,1,1,,,,,,,,,1,,,,,,,1,,,,,missing,0,0,0,0,0,1,Rare < 0.1,Y
HGSNAT,Mucopolysacch aridosis type IIIC (Sanfilippo C),Metabolism,6,,1,,1,,,,,,,,,,1,1,,,,,,,,1,,1,,,AR,HIGH (A),Childhood,2,3,0,0,2,1,.07,Y
PDHB,Pyruvate dehydrogenase deficiency,Metabolism,6,,,1,,,,,1,,,,,1,,,,,1,1,,,,,,1,,,,,missing,0,0,0,0,0,1,.08,Y
TP53,Li-Fraumeni  Syndrome,Oncology,6,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,1,,,AD,HIGH (A),Adolescent/Adult,2,3,2,2,2,1,18.3-28.1,N
COL11A1,"Stickler syndrome, type II, MIM# 604841",Medical Genetics,6,,,1,1,,,1,,,,,,1,,,,1,1,,,,,,,,,,AD,HIGH (A),Neonatal,2,3,3,3,2,,,missing
CD247,Immunodeficiency 25,Immunology,6,Core,1,1,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,Infant,2,0,3,2,1,1,1.72,Y
THRB,Thyroid hormone resistance,Endocrinology,6,,1,,1,,,,,1,1,,,,,1,1,,,,,,,,,,,,AD,HIGH (A),Neonatal,1,0,3,3,1,,,missing
GPR143,"Ocular albinism, type I",Neurology,6,,,,1,,,,,,,,,,,1,,1,,,,1,1,,,,1,,XLR,HIGH (A),missing,0,0,0,0,0,,,missing
CACNA1D,Primary aldosteronism with seizures and neurologic abnormalities,Endocrinology,6,,1,,,1,,,1,,,,,,,1,,,,1,,,,,,1,,,,,Birth,1,3,3,3,1,1,,Y
C9,C9 deficiency,Immunology,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
MYO6,"Deafness, autosomal recessive 37, MIM# 607821",ENT,6,,,1,1,,,,,,,,1,,1,,,1,1,,,,,,,,,,AR,HIGH (A),Childhood,1,3,3,3,2,,,missing
CYP2R1,"Vitamin D-dependent rickets, type IB",Endocrinology,6,,,1,,,,,,1,,,,,,,,,1,1,,,,,1,1,,,,,missing,0,0,0,0,0,1,,Y
SLC7A9,Cystinuria,Nephrology,6,,,,1,,,,1,,,,,,1,,,1,,,,,,1,1,,,,AR,HIGH (A),Childhood,1,3,1,3,2,,,missing
PREPL,Congenital  myasthenic  syndrome  22,Neurology,6,,1,,,1,,,1,1,,,,,,1,,,,1,,,,,,,,,,,missing,0,0,0,0,0,1,.92,Y
MT-RNR1,Aminoglycoside sensitivity,Medical Genetics,6,,,1,,,,,,,1,,,,,1,1,,1,,1,,,,,,,,,,missing,0,0,0,0,0,,,missing
TNNT2,Familial hypertrophic cardiomyopathy,Cardiovascular,6,,,,1,,,,,,,,,,1,1,,1,1,,,1,,,,,,,AD,MODERATE (A),Variable,2,3,2,3,3,,,missing
SLC18A2,Infantile  parkinsonism-dystonia  2,Neurology,6,,1,1,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,,Y
SLC45A2,"Oculocutaneous albinism, type IV",Neurology,6,,,,1,,,,,,,,,,,1,,1,,,,1,1,,,,1,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
SNX10,Osteopetrosis type 8,Endocrinology,6,,,1,,,,,,1,,,,1,,1,,,1,,,,,,,1,,,,,missing,0,0,0,0,0,1,0.4 (See CLCN7 per RxGenes),Y
DMP1,Hypophosphatemic rickets MIM#241520,Endocrinology,6,,,1,1,,,,,1,,,,,1,1,,,1,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
ALDH4A1,"Hyperprolinemi a, type II",Metabolism,6,,,1,,,,,,,,1,,1,,1,,,1,,,,,1,,,,,,,Infant,1,3,1,2,1,0,unk,Y
C7,C7 deficiency,Immunology,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
PC,"Pyruvate carboxylase deficiency, MIM# 266150",Metabolism,6,,,1,1,,,,,,,1,,,1,1,,,1,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
AAAS,Achalasia-addisonianism-alacrimia   syndrome,Endocrinology,6,,,1,1,,,,,1,,,,,,,,,1,,,,,1,,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,,N
PLG,"Plasminogen deficiency, type I",Ophthalmology,6,,,1,1,,,,1,,,,,,1,,,1,1,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,0,.16,Y
GJB3,"Deafness, Autosomal Dominant 2B; Dfna2B",ENT,6,,,,,,,,,,1,,,,,1,1,1,,1,1,,,,,,,,,,missing,0,0,0,0,0,,,missing
GNAS,GNAS associated Pseudohypoparathyroidism,Endocrinology,6,,1,1,1,,,,,,,,,1,,1,,,1,,,,,,,,,,IMP,HIGH (A),missing,0,0,0,0,0,1,.7,Y
FOXE1,Bamforth-Lazarus syndrome,Endocrinology,6,,1,1,,,,,,1,,1,,,,1,,,1,,,,,,,,,,,,Birth,2,3,2,3,1,0,,Y
CFD,Complement factor D deficiency,Immunology,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
DNAJC21,Bone marrow failure syndrome 3,Hematology,6,,1,1,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,,missing,0,0,0,0,0,1,1.3,N
COQ8B,"Nephrotic syndrome, type 9",Nephrology,6,,,,,1,,,1,1,,,,,,,,1,,1,,,,,,1,,,,,missing,0,0,0,0,0,1,1,Y
C5,C5 deficiency,Immunology,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
C6,C6 deficiency,Immunology,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
SERPINA1,Alpha-1-antitrypsin deficiency,Pulmonology,6,,1,,,1,,,1,,,,,1,1,1,,,,,,,,,,,,,,,Adolescent/Adult,2,3,1,3,3,1,20,Y
ATM,Ataxia-telangiectasia,Neurology,6,,,,1,,,,,,,,1,1,1,1,,1,,,,,,,,,,,AR,HIGH (A),Neonatal,2,3,1,3,2,1,,Y
SLC6A5,Hyperekplexia  3,Neurology,6,,1,,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,AR,HIGH (A),missing,0,0,0,0,0,0,,N
CD40,"Immunodeficiency with hyper-IgM, type 3",Immunology,6,,,1,,,,,,1,,,1,,,,,,1,,,,,,1,1,,,,,missing,0,0,0,0,0,1,unk,Y
SLC12A3,Gitelman syndrome,Nephrology,6,,,,1,,1,,,,,,,,,1,,,1,,1,,,,,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,13.75,Y
SLC16A1,Familial hyperinsulinemic hypoglycemia 7,Endocrinology,6,,,,,1,,,1,,,,,,,1,,,,1,,,,,1,1,,,,,missing,0,0,0,0,0,1,"2.4 ( (per 100,000)
See GLUD1 per RXGenes",Y
MITF,"Waardenburg syndrome, type 2A, MIM# 193510;Deafness",Medical Genetics,6,,,1,1,,,1,,,,,,,,1,,1,1,,,,,,,,,,AD,HIGH (A),Birth,1,3,3,3,3,,,missing
SP110,Hepatic venoocclusive disease with immunodeficiency,Immunology,6,,,1,1,,,,,1,,,1,,,,,,1,,,,,,,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,1.72,Y
MECP2,Rett syndrome,Neurology,6,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,1,,,XLD,HIGH (A),missing,0,0,0,0,0,,,missing
DNAJC12,"Hyperphenylalaninemia, mild, non-BH4-deficient, MIM#617384",Metabolism,6,,1,1,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,,missing,0,0,0,0,0,,,missing
ABCG8,Sitosterolemia  2,Metabolism,6,,,,,,1,,,,1,,,,,1,1,,,,1,,,,1,,,,,,missing,0,0,0,0,0,0,2,Y
SLC25A19,Thiamine metabolism dysfunction syndrome 4,Metabolism,6,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,Childhood,1,3,1,3,1,1,<0.1,N
LHFPL5,"Deafness, autosomal recessive 67, MIM# 610265",Neurology,6,,,1,1,,,1,,,,,,,1,,,1,1,,,,,,,,,,AR,HIGH (A),Infant,1,3,3,3,1,,,missing
CYP7B1,Congenital bile acid synthesis defect type 3,Gastroenterology,6,,,1,,,,,,1,,,,,,1,,,1,,,,,,1,1,,,,,missing,0,0,0,0,0,1,,Y
GFI1,Severe congenital neutropenia 2,Immunology,6,,1,1,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,missing,0,0,0,0,0,1,unk,Y
PTPN11,Noonan syndrome,Cardiovascular,6,,,,1,,,,,,,,,1,1,1,,1,,,,,1,,,,,,AD,HIGH (A),Birth,2,3,2,2,3,,,missing
CLDN14,"Deafness, autosomal recessive 29, MIM# 614035",Neurology,6,,,1,1,,,1,,,,,,,1,,,1,1,,,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,2,,,missing
GBE1,Glycogen storage disease IV,Metabolism,6,,,,1,,1,,,,,,,,1,1,,,,,1,,,,1,,,,AR,HIGH (A),Neonatal,3,3,0,0,2,,,missing
FECH,Erythropoietic protoporphyria 1,Hematology,6,,,1,,,,,,1,,,,,,,,1,1,,,,,1,,1,,,,,missing,0,0,0,0,0,1,.35,Y
LRP4,Congenital  myasthenic  syndrome  17,Neurology,6,,1,,1,1,,,1,,,,,,,1,,,,1,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,1,.92,Y
MAGT1,"X-linked Immunodeficiency with magnesium defect, Epstein-Barr virus infecti",Immunology,6,,,1,,,,,,1,,,,,,,,,1,1,,,,,1,1,,,,,Variable,2,0,0,0,0,1,unk,Y
DOCK2,DOCK2 defeciency,Immunology,6,,1,1,,,,,,1,,,1,,,,,,1,,,,,,,1,,,,,missing,0,0,0,0,0,1,1.72,Y
HNF1A,HNF1A associated hyperinsulinism,Endocrinology,6,,,,,1,,,1,,,,,,,1,,,,1,,1,,,,1,,,,,Variable,1,3,2,3,3,1,"2.4 ( (per 100,000)
See GLUD1 per RXGenes",Y
ERCC2,Xeroderma pigmentosum,Oncology,6,,,,1,,,,,1,,,,,1,,,,,,,1,1,,,,1,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
AMACR,"Bile acid synthesis defect, congenital, 4, MIM# 214950",Metabolism,6,,,1,,,,,,1,,,,,,1,,,1,,,,,1,1,,,,,,missing,0,0,0,0,0,,,missing
SLC5A6,"Infantile-onset,  biotin-responsive  neurodegeneration",Neurology,6,,,1,,,,,1,,,,,,,,,,1,1,,,,,1,1,,,,,missing,0,0,0,0,0,1,,N
OPA3,"3-methylglutaconic aciduria, type III",Metabolism,6,Secondary,,,1,,,,,,,,,1,1,1,,,,1,,,,1,,,,,AR,HIGH (A),Variable,1,3,0,0,2,,,missing
PYGM,McArdle disease,Metabolism,6,,,,,1,1,,1,,,,,,1,1,,,,,1,,,,,,,,,,Childhood,1,3,2,3,3,,,missing
NKX2-1,"Choreoathetosis, hypothyroidism, and neonatal respiratory distress MIM#610978",Endocrinology,6,,1,1,1,,,,,,,1,,1,,,,,1,,,,,,,,,,AD,HIGH (A),Birth,1,3,3,3,2,,,missing
C8B,"C8 deficiency, type II",Immunology,6,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,missing,0,0,0,0,0,0,unk,Y
COQ8A,Primary coenzyme Q10 deficiency 4,Metabolism,6,,,1,,1,,,1,,,,,,,,,,1,1,,,,,,1,,,,,Childhood,1,3,1,3,1,1,<1,Y
TRPM6,"TRPM6
associated hypomagnesem ia",Metabolism,6,,,1,,,,,,1,,,,,,1,,,1,,,,,,1,1,,,,,missing,0,0,0,0,0,0,unk,Y
TMC1,"Deafness, autosomal recessive 7 MIM#600974",Neurology,6,,,1,1,,,1,,,,,,,,,,1,1,,1,,,,,,,,AR,HIGH (A),Birth,1,3,3,3,2,,,missing
MYBPC3,"Cardiomyopathy, familial hypertrophic",Cardiovascular,6,,1,,1,,,,,,,,,,1,1,,1,,,,1,,,,,,,AD,MODERATE (A),Variable,2,3,2,3,3,,,missing
PJVK,"Deafness, autosomal recessive 59, MIM# 610220",Neurology,6,,,1,1,,,1,,,,,,,1,,,1,1,,,,,,,,,,AR,HIGH (A),Childhood,1,3,3,3,1,,,missing
ADK,Hypermethioninemia due to adenosine kinase deficiency,Metabolism,5,Secondary,1,,1,,,,,,,,,,,1,,,,1,,,,1,,,,,AR,HIGH (A),Neonatal,2,3,2,2,1,,,missing
ESPN,"Deafness, autosomal recessive 36, MIM# 609006",Neurology,5,,,1,,,,1,,,,,,,1,,,1,1,,,,,,,,,,,,Infant,1,3,3,3,1,,,missing
RPL35,Diamond-Blackfan anemia 19,Hematology,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,missing,0,0,0,0,0,1,.75,Y
ZIC3,Heterotaxy,Cardiovascular,5,,,,1,,,,,,,,,,1,,,,,,,1,1,,,,1,,XLR,HIGH (A),missing,0,0,0,0,0,,,missing
NPHS1,"Congenital nephrotic syndrome, Finnish type",Nephrology,5,,1,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,AR,HIGH (A),missing,0,0,0,0,0,,,missing
TK2,Thymidine kinase deficiency,Metabolism,5,,,1,1,,,,,,,,,,,,,,1,,,,,,1,1,,,AR,HIGH (A),missing,0,0,0,0,0,1,unk,Y
F10,"Factor X deficiency, MIM#	227600",Hematology,5,,,1,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,Infant,1,3,3,3,3,,,missing
CACNA1C,Brugada syndrome,Cardiovascular,5,,1,,1,1,,,1,,,,,,,,,,,1,,,,,,,,,AD,MODERATE (B),Infant,2,3,2,2,2,,,missing
FANCL,"Fanconi anemia, complementation group L",Hematology,5,,1,,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,Childhood,2,3,2,2,1,1,.76,Y
MYO9A,Congenital  myasthenic  syndrome  24,Neurology,5,,1,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,missing,0,0,0,0,0,1,.92,Y
